category,design,metric,value
amplifier,Peng_TCFC_Pin_3,vos25,-0.000737245
amplifier,Peng_TCFC_Pin_3,tc,0.00331329
amplifier,Peng_TCFC_Pin_3,sr_rise,0.077232
amplifier,Peng_TCFC_Pin_3,sr_fall,0.238916
amplifier,Qu2017_AZC_Pin_3,dcgain,126.0116
amplifier,Qu2017_AZC_Pin_3,gain_bandwidth_product,1490116.445596803
amplifier,Qu2017_AZC_Pin_3,phase_in_deg,103.544
amplifier,Qu2017_AZC_Pin_3,pm_true,103.5439769946003
amplifier,Qu2017_AZC_Pin_3,ph_xover,103.54397699460031
amplifier,Qu2017_AZC_Pin_3,power,2.8694e-05
amplifier,Qu2017_AZC_Pin_3,cmrrdc,-33.33338
amplifier,Qu2017_AZC_Pin_3,dcpsrp,-32.46461
amplifier,Qu2017_AZC_Pin_3,dcpsrn,-52.22585
amplifier,Qu2017_AZC_Pin_3,vos25,0.000857498
amplifier,Qu2017_AZC_Pin_3,tc,0.00626718
amplifier,Qu2017_AZC_Pin_3,sr_rise,0.100093
amplifier,Qu2017_AZC_Pin_3,sr_fall,0.463264
amplifier,Qu_LEC_Pin_3,dcgain,119.1267
amplifier,Qu_LEC_Pin_3,gain_bandwidth_product,2620767.010346855
amplifier,Qu_LEC_Pin_3,phase_in_deg,89.1505
amplifier,Qu_LEC_Pin_3,pm_true,89.15067902622837
amplifier,Qu_LEC_Pin_3,ph_xover,89.15067902622837
amplifier,Qu_LEC_Pin_3,power,1.25459e-05
amplifier,Qu_LEC_Pin_3,cmrrdc,-115.4664
amplifier,Qu_LEC_Pin_3,dcpsrp,-85.2409
amplifier,Qu_LEC_Pin_3,dcpsrn,-85.08069
amplifier,Qu_LEC_Pin_3,vos25,-6.10156e-05
amplifier,Qu_LEC_Pin_3,tc,0.00341548
amplifier,Qu_LEC_Pin_3,sr_rise,0.17367
amplifier,Qu_LEC_Pin_3,sr_fall,0.828414
amplifier,Ramos_PFC_Pin_3,dcgain,132.668
amplifier,Ramos_PFC_Pin_3,gain_bandwidth_product,480364.3380982961
amplifier,Ramos_PFC_Pin_3,phase_in_deg,178.596
amplifier,Ramos_PFC_Pin_3,pm_true,178.59667335304366
amplifier,Ramos_PFC_Pin_3,ph_xover,178.59667335304368
amplifier,Ramos_PFC_Pin_3,power,3.23714e-05
amplifier,Ramos_PFC_Pin_3,cmrrdc,-52.4725
amplifier,Ramos_PFC_Pin_3,dcpsrp,-52.29074
amplifier,Ramos_PFC_Pin_3,dcpsrn,-85.93127
amplifier,Ramos_PFC_Pin_3,vos25,5.57303e-05
amplifier,Ramos_PFC_Pin_3,tc,0.0028427
amplifier,Ramos_PFC_Pin_3,sr_rise,0.0708136
amplifier,Ramos_PFC_Pin_3,sr_fall,0.234217
amplifier,Sau_CFCC_Pin_3,dcgain,109.1784
amplifier,Sau_CFCC_Pin_3,gain_bandwidth_product,1313258.769423843
amplifier,Sau_CFCC_Pin_3,phase_in_deg,67.9726
amplifier,Sau_CFCC_Pin_3,pm_true,67.97272019227096
amplifier,Sau_CFCC_Pin_3,ph_xover,67.97272019227097
amplifier,Sau_CFCC_Pin_3,power,2.44644e-06
amplifier,Sau_CFCC_Pin_3,cmrrdc,-49.27775
amplifier,Sau_CFCC_Pin_3,dcpsrp,-48.8718
amplifier,Sau_CFCC_Pin_3,dcpsrn,-75.51703
amplifier,Sau_CFCC_Pin_3,vos25,0.000478283
amplifier,Sau_CFCC_Pin_3,tc,0.00155283
amplifier,Sau_CFCC_Pin_3,sr_rise,0.281094
amplifier,Sau_CFCC_Pin_3,sr_fall,0.259448
amplifier,Song_DACFC_Pin_3,dcgain,113.7462
amplifier,Song_DACFC_Pin_3,gain_bandwidth_product,743508.2632306205
amplifier,Song_DACFC_Pin_3,phase_in_deg,68.1507
amplifier,Song_DACFC_Pin_3,pm_true,68.15085326140273
amplifier,Song_DACFC_Pin_3,ph_xover,68.15085326140274
amplifier,Song_DACFC_Pin_3,power,2.05927e-05
amplifier,Song_DACFC_Pin_3,cmrrdc,-84.44345
amplifier,Song_DACFC_Pin_3,dcpsrp,-59.09137
amplifier,Song_DACFC_Pin_3,dcpsrn,-59.60405
amplifier,Song_DACFC_Pin_3,vos25,-0.000747404
amplifier,Song_DACFC_Pin_3,tc,5.2141462667187774e-06
amplifier,Song_DACFC_Pin_3,sr_rise,0.0632251
amplifier,Song_DACFC_Pin_3,sr_fall,0.255241
amplifier,Tan_CLIA_Pin_3,dcgain,119.6304
amplifier,Tan_CLIA_Pin_3,gain_bandwidth_product,6399819.237350578
amplifier,Tan_CLIA_Pin_3,phase_in_deg,81.1947
amplifier,Tan_CLIA_Pin_3,pm_true,81.19491282717415
amplifier,Tan_CLIA_Pin_3,ph_xover,81.19491282717416
amplifier,Tan_CLIA_Pin_3,power,2.01393e-05
amplifier,Tan_CLIA_Pin_3,cmrrdc,-59.05996
amplifier,Tan_CLIA_Pin_3,dcpsrp,-54.93075
amplifier,Tan_CLIA_Pin_3,dcpsrn,-63.4893
amplifier,Tan_CLIA_Pin_3,vos25,0.000745657
amplifier,Tan_CLIA_Pin_3,tc,0.00888487
amplifier,Tan_CLIA_Pin_3,sr_rise,1.21865
amplifier,Tan_CLIA_Pin_3,sr_fall,0.428939
amplifier,Yan_AZ_Pin_3,dcgain,130.9003
amplifier,Yan_AZ_Pin_3,gain_bandwidth_product,1293319.4927204314
amplifier,Yan_AZ_Pin_3,phase_in_deg,159.937
amplifier,Yan_AZ_Pin_3,pm_true,159.93727856232644
amplifier,Yan_AZ_Pin_3,ph_xover,159.93727856232647
amplifier,Yan_AZ_Pin_3,power,2.94318e-05
amplifier,Yan_AZ_Pin_3,cmrrdc,-60.01649
amplifier,Yan_AZ_Pin_3,dcpsrp,-51.73784
amplifier,Yan_AZ_Pin_3,dcpsrn,-55.973
amplifier,Yan_AZ_Pin_3,vos25,0.000287746
amplifier,Yan_AZ_Pin_3,tc,0.00309972
amplifier,Yan_AZ_Pin_3,sr_rise,0.0227181
amplifier,Yan_AZ_Pin_3,sr_fall,0.139875
charge_pump,chargepump,up_iavg,9.225822e-06
charge_pump,chargepump,lo_iavg,9.224465e-06
charge_pump,chargepump,up_imin,5.891907e-06
charge_pump,chargepump,up_imax,1.027562e-05
charge_pump,chargepump,lo_imin,8.994176e-06
charge_pump,chargepump,lo_imax,9.913265e-06
ldo,Basic_LDO,vout_max,0.5541609
ldo,Basic_LDO,vout_min,0.5596365
ldo,Basic_LDO,lnrmax,0.0373346
ldo,Basic_LDO,lnrmin,0.0112844
ldo,Basic_LDO,lr,0.196166
ldo,Basic_LDO,power_max,0.041399
ldo,Basic_LDO,power_min,0.00389861
ldo,Basic_LDO,dcgain_max,60.65076
ldo,Basic_LDO,gbw_max,7669160.664623776
ldo,Basic_LDO,pm_max,90.4131
ldo,Basic_LDO,pm_true_max,90.41332135303863
ldo,Basic_LDO,dcgain_min,60.8027
ldo,Basic_LDO,gbw_min,3880940.6842312934
ldo,Basic_LDO,pm_min,77.3387
ldo,Basic_LDO,pm_true_min,77.33889750824524
ldo,Basic_LDO,psrr_max,-33.97956
ldo,Basic_LDO,psrr_min,-43.62506
ldo,Basic_LDO,undershoot,0.00547544
ldo,Basic_LDO,overshoot,1.23121e-08
ldo,ldo_1,vout_max,0.5651824
ldo,ldo_1,vout_min,0.5654803
ldo,ldo_1,lnrmax,0.0268264
ldo,ldo_1,lnrmin,0.0275023
ldo,ldo_1,lr,0.0104778
ldo,ldo_1,power_max,0.0412701
ldo,ldo_1,power_min,0.00377007
ldo,ldo_1,dcgain_max,81.22985
ldo,ldo_1,gbw_max,2966135.789002109
ldo,ldo_1,pm_max,72.5318
ldo,ldo_1,pm_true_max,72.53193235094797
ldo,ldo_1,dcgain_min,92.66742
ldo,ldo_1,gbw_min,717793.8780366281
ldo,ldo_1,pm_min,71.9027
ldo,ldo_1,pm_true_min,71.90283833637777
ldo,ldo_1,psrr_max,-33.79276
ldo,ldo_1,psrr_min,-33.64231
ldo,ldo_1,undershoot,0.108913
ldo,ldo_1,overshoot,0.0122776
ldo,ldo_2,vout_max,0.5699791
ldo,ldo_2,vout_min,0.5701205
ldo,ldo_2,lnrmax,0.0477408
ldo,ldo_2,lnrmin,0.0455121
ldo,ldo_2,lr,0.00496282
ldo,ldo_2,power_max,0.0413501
ldo,ldo_2,power_min,0.00384968
ldo,ldo_2,dcgain_max,60.18774
ldo,ldo_2,gbw_max,15037665.553773655
ldo,ldo_2,pm_max,158.297
ldo,ldo_2,pm_true_max,158.2971211527203
ldo,ldo_2,dcgain_min,60.15327
ldo,ldo_2,gbw_min,11603256.345204575
ldo,ldo_2,pm_min,164.62
ldo,ldo_2,pm_true_min,164.61996589183872
ldo,ldo_2,psrr_max,-38.54117
ldo,ldo_2,psrr_min,-38.47552
ldo,ldo_2,undershoot,0.0567699
ldo,ldo_2,overshoot,0.0657064
ldo,ldo_folded_cascode,vout_max,0.5670329
ldo,ldo_folded_cascode,vout_min,0.5744125
ldo,ldo_folded_cascode,lnrmax,0.0138652
ldo,ldo_folded_cascode,lnrmin,0.0499909
ldo,ldo_folded_cascode,lr,0.258009
ldo,ldo_folded_cascode,power_max,0.0422685
ldo,ldo_folded_cascode,power_min,0.00477568
ldo,ldo_folded_cascode,dcgain_max,46.27238
ldo,ldo_folded_cascode,gbw_max,25404198.664709374
ldo,ldo_folded_cascode,pm_max,57.7554
ldo,ldo_folded_cascode,pm_true_max,57.7555082897298
ldo,ldo_folded_cascode,dcgain_min,49.65884
ldo,ldo_folded_cascode,gbw_min,2174329.859211952
ldo,ldo_folded_cascode,pm_min,89.4472
ldo,ldo_folded_cascode,pm_true_min,89.44743535575384
ldo,ldo_folded_cascode,psrr_max,-47.67222
ldo,ldo_folded_cascode,psrr_min,-38.69005
ldo,ldo_folded_cascode,undershoot,0.00742404
ldo,ldo_folded_cascode,overshoot,1.46196e-09
ldo,ldo_simple,vout_max,0.5335994
ldo,ldo_simple,vout_min,0.5363006
ldo,ldo_simple,lnrmax,0.150821
ldo,ldo_simple,lnrmin,0.00205352
ldo,ldo_simple,lr,0.0998843
ldo,ldo_simple,power_max,0.041253
ldo,ldo_simple,power_min,0.00375296
ldo,ldo_simple,dcgain_max,54.74952
ldo,ldo_simple,gbw_max,1828000.1116051292
ldo,ldo_simple,pm_max,65.5827
ldo,ldo_simple,pm_true_max,65.58283466580868
ldo,ldo_simple,dcgain_min,70.73097
ldo,ldo_simple,gbw_min,452495.2291956045
ldo,ldo_simple,pm_min,68.9309
ldo,ldo_simple,pm_true_min,68.93110174852202
ldo,ldo_simple,psrr_max,-26.41601
ldo,ldo_simple,psrr_min,-56.09796
ldo,ldo_simple,undershoot,0.0461743
ldo,ldo_simple,overshoot,0.0435964
sensing_front_end,PTAT_65_classic1,vout25,0.4118997
sensing_front_end,PTAT_65_classic1,lsb_25_75c,0.000361897
sensing_front_end,PTAT_65_classic1,ppval,0.05048182
sensing_front_end,PTAT_65_classic1,vout0,0.4033027
sensing_front_end,PTAT_65_classic1,vout100,0.4394351
sensing_front_end,PTAT_65_classic1,mono_violations,0.0
sensing_front_end,PTAT_65_classic1,min_slope_25_75c,0.00035035399999994166
sensing_front_end,PTAT_65_classic1,max_step_frac_25_75c,0.010298346833124507
sensing_front_end,PTAT_65_classic1,dc_fallback_points,0.0
sensing_front_end,PTAT_CLASSIC,vout25,0.3084625
sensing_front_end,PTAT_CLASSIC,lsb_25_75c,0.0018249
sensing_front_end,PTAT_CLASSIC,ppval,0.1281931
sensing_front_end,PTAT_CLASSIC,vout0,0.2976951
sensing_front_end,PTAT_CLASSIC,vout100,0.4094606
sensing_front_end,PTAT_CLASSIC,mono_violations,0.0
sensing_front_end,PTAT_CLASSIC,min_slope_25_75c,0.0003797279999999681
sensing_front_end,PTAT_CLASSIC,max_step_frac_25_75c,0.05274958066960813
sensing_front_end,PTAT_CLASSIC,dc_fallback_points,0.0
sensing_front_end,PTAT_SENSOR,vout25,0.1679859
sensing_front_end,PTAT_SENSOR,lsb_25_75c,0.000659937
sensing_front_end,PTAT_SENSOR,ppval,0.2906976
sensing_front_end,PTAT_SENSOR,vout0,0.1652136
sensing_front_end,PTAT_SENSOR,vout100,0.3083398
sensing_front_end,PTAT_SENSOR,mono_violations,0.0
sensing_front_end,PTAT_SENSOR,min_slope_25_75c,0.00011655999999998778
sensing_front_end,PTAT_SENSOR,max_step_frac_25_75c,0.04140348254934118
sensing_front_end,PTAT_SENSOR,dc_fallback_points,0.0
sensing_front_end,SMCNR_SE_2st_AMP,vout25,0.1875147
sensing_front_end,SMCNR_SE_2st_AMP,dcgain,80.53368
sensing_front_end,SMCNR_SE_2st_AMP,gain_bandwidth_product,705339.2913196308
sensing_front_end,SMCNR_SE_2st_AMP,phase_in_deg,122.882
sensing_front_end,SMCNR_SE_2st_AMP,pm_true,122.88270030655974
sensing_front_end,SMCNR_SE_2st_AMP,power,1.96708e-06
sensing_front_end,front_end_11_6T_schematic,vout25,0.1377887
sensing_front_end,front_end_11_6T_schematic,lsb_25_75c,0.00411484
sensing_front_end,front_end_11_6T_schematic,ppval,0.2403961
sensing_front_end,front_end_11_6T_schematic,vout0,0.1290249
sensing_front_end,front_end_11_6T_schematic,vout100,0.3543246
sensing_front_end,front_end_11_6T_schematic,mono_violations,0.0
sensing_front_end,front_end_11_6T_schematic,min_slope_25_75c,0.00035484599999996425
sensing_front_end,front_end_11_6T_schematic,max_step_frac_25_75c,0.1195571881216409
sensing_front_end,front_end_11_6T_schematic,dc_fallback_points,0.0
sensing_front_end,front_end_25_6T_schematic,vout25,0.06082322
sensing_front_end,front_end_25_6T_schematic,lsb_25_75c,0.000338112
sensing_front_end,front_end_25_6T_schematic,ppval,0.04742557
sensing_front_end,front_end_25_6T_schematic,vout0,0.05263652
sensing_front_end,front_end_25_6T_schematic,vout100,0.08647
sensing_front_end,front_end_25_6T_schematic,mono_violations,0.0
sensing_front_end,front_end_25_6T_schematic,min_slope_25_75c,0.0002853560000000144
sensing_front_end,front_end_25_6T_schematic,max_step_frac_25_75c,0.01141298999396922
sensing_front_end,front_end_25_6T_schematic,dc_fallback_points,0.0
sensing_front_end,front_end_31_3T_schematic,vout25,0.128178
sensing_front_end,front_end_31_3T_schematic,lsb_25_75c,0.00082163
sensing_front_end,front_end_31_3T_schematic,ppval,0.3264832
sensing_front_end,front_end_31_3T_schematic,vout0,0.123345
sensing_front_end,front_end_31_3T_schematic,vout100,0.2864619
sensing_front_end,front_end_31_3T_schematic,mono_violations,0.0
sensing_front_end,front_end_31_3T_schematic,min_slope_25_75c,0.00018055599999999838
sensing_front_end,front_end_31_3T_schematic,max_step_frac_25_75c,0.03682503290290084
sensing_front_end,front_end_31_3T_schematic,dc_fallback_points,0.0
sensing_front_end,front_end_42_2_2015_REF_schematic,vout25,0.2658615
sensing_front_end,front_end_42_2_2015_REF_schematic,lsb_25_75c,0.0022292
sensing_front_end,front_end_42_2_2015_REF_schematic,ppval,0.4887205
sensing_front_end,front_end_42_2_2015_REF_schematic,vout0,0.2416123
sensing_front_end,front_end_42_2_2015_REF_schematic,vout100,0.5925621
sensing_front_end,front_end_42_2_2015_REF_schematic,mono_violations,0.0
sensing_front_end,front_end_42_2_2015_REF_schematic,min_slope_25_75c,0.0009913320000000114
sensing_front_end,front_end_42_2_2015_REF_schematic,max_step_frac_25_75c,0.028261477347941773
sensing_front_end,front_end_42_2_2015_REF_schematic,dc_fallback_points,0.0
sensing_front_end,ptat_1,vout25,0.1192122
sensing_front_end,ptat_1,lsb_25_75c,0.00352222
sensing_front_end,ptat_1,ppval,0.5264118
sensing_front_end,ptat_1,vout0,0.1137092
sensing_front_end,ptat_1,vout100,0.5671962
sensing_front_end,ptat_1,mono_violations,0.0
sensing_front_end,ptat_1,min_slope_25_75c,0.00023867599999999323
sensing_front_end,ptat_1,max_step_frac_25_75c,0.021016085480424142
sensing_front_end,ptat_1,dc_fallback_points,0.0
sensing_front_end,ptat_2,vout25,0.1150922
sensing_front_end,ptat_2,lsb_25_75c,0.0035756
sensing_front_end,ptat_2,ppval,0.2043584
sensing_front_end,ptat_2,vout0,0.1056147
sensing_front_end,ptat_2,vout100,0.2987755
sensing_front_end,ptat_2,mono_violations,0.0
sensing_front_end,ptat_2,min_slope_25_75c,0.00018975799999998433
sensing_front_end,ptat_2,max_step_frac_25_75c,0.03488557782893789
sensing_front_end,ptat_2,dc_fallback_points,0.0
sensing_front_end,ptat_3,vout25,0.204228
sensing_front_end,ptat_3,lsb_25_75c,0.00411292
sensing_front_end,ptat_3,ppval,0.5399515
sensing_front_end,ptat_3,vout0,0.191676
sensing_front_end,ptat_3,vout100,0.6943455
sensing_front_end,ptat_3,mono_violations,0.0
sensing_front_end,ptat_3,min_slope_25_75c,0.00042520000000001446
sensing_front_end,ptat_3,max_step_frac_25_75c,0.025001826317535638
sensing_front_end,ptat_3,dc_fallback_points,0.0
sensing_front_end,ptat_4,vout25,0.1972154
sensing_front_end,ptat_4,lsb_25_75c,0.00487115
sensing_front_end,ptat_4,ppval,0.4968368
sensing_front_end,ptat_4,vout0,0.1924545
sensing_front_end,ptat_4,vout100,0.6840066
sensing_front_end,ptat_4,mono_violations,0.0
sensing_front_end,ptat_4,min_slope_25_75c,0.00018006200000003636
sensing_front_end,ptat_4,max_step_frac_25_75c,0.037206639549972366
sensing_front_end,ptat_4,dc_fallback_points,0.0
sensing_front_end,ptat_6,vout25,0.1150922
sensing_front_end,ptat_6,lsb_25_75c,0.0035756
sensing_front_end,ptat_6,ppval,0.2043584
sensing_front_end,ptat_6,vout0,0.1056147
sensing_front_end,ptat_6,vout100,0.2987755
sensing_front_end,ptat_6,mono_violations,0.0
sensing_front_end,ptat_6,min_slope_25_75c,0.00018975799999998433
sensing_front_end,ptat_6,max_step_frac_25_75c,0.03488557782893789
sensing_front_end,ptat_6,dc_fallback_points,0.0
voltage_reference,dual_output_subthreshold_vref,vref1_at25,0.1972926
voltage_reference,dual_output_subthreshold_vref,vref1_tc,280.117
voltage_reference,dual_output_subthreshold_vref,vref2_at25,0.2742682
voltage_reference,dual_output_subthreshold_vref,vref2_tc,206.591
voltage_reference,three_output_vref,vref1_at25,0.1972941
voltage_reference,three_output_vref,vref1_tc,280.07
voltage_reference,three_output_vref,vref2_at25,0.2742696
voltage_reference,three_output_vref,vref2_tc,206.573
voltage_reference,three_output_vref,vref3_at25,0.1371348
voltage_reference,three_output_vref,vref3_tc,206.573
