category,design,metric,value
amplifier,Qu2017_AZC_Pin_3,vos25,0.000838243
amplifier,Qu2017_AZC_Pin_3,tc,0.00754238
amplifier,Qu2017_AZC_Pin_3,sr_rise,0.243819
amplifier,Qu2017_AZC_Pin_3,sr_fall,1.65471
amplifier,Qu_LEC_Pin_3,dcgain,125.6442
amplifier,Qu_LEC_Pin_3,gain_bandwidth_product,2630917.4297569864
amplifier,Qu_LEC_Pin_3,phase_in_deg,88.4147
amplifier,Qu_LEC_Pin_3,pm_true,88.4148742177471
amplifier,Qu_LEC_Pin_3,ph_xover,88.41487421774707
amplifier,Qu_LEC_Pin_3,power,1.30906e-05
amplifier,Qu_LEC_Pin_3,cmrrdc,-93.75123
amplifier,Qu_LEC_Pin_3,dcpsrp,-108.8425
amplifier,Qu_LEC_Pin_3,dcpsrn,-95.61641
amplifier,Qu_LEC_Pin_3,vos25,7.09038e-06
amplifier,Qu_LEC_Pin_3,tc,0.00253367
amplifier,Qu_LEC_Pin_3,sr_rise,0.177243
amplifier,Qu_LEC_Pin_3,sr_fall,0.71409
amplifier,Ramos_PFC_Pin_3,dcgain,132.6216
amplifier,Ramos_PFC_Pin_3,gain_bandwidth_product,517179.9031536181
amplifier,Ramos_PFC_Pin_3,phase_in_deg,178.57
amplifier,Ramos_PFC_Pin_3,pm_true,178.57041513064627
amplifier,Ramos_PFC_Pin_3,ph_xover,178.57041513064627
amplifier,Ramos_PFC_Pin_3,power,3.43244e-05
amplifier,Ramos_PFC_Pin_3,cmrrdc,-50.9853
amplifier,Ramos_PFC_Pin_3,dcpsrp,-50.77506
amplifier,Ramos_PFC_Pin_3,dcpsrn,-83.16339
amplifier,Ramos_PFC_Pin_3,vos25,7.30026e-05
amplifier,Ramos_PFC_Pin_3,tc,0.0116628
amplifier,Ramos_PFC_Pin_3,sr_rise,0.0607103
amplifier,Ramos_PFC_Pin_3,sr_fall,0.146275
amplifier,Sau_CFCC_Pin_3,dcgain,90.75899
amplifier,Sau_CFCC_Pin_3,gain_bandwidth_product,907178.6100900628
amplifier,Sau_CFCC_Pin_3,phase_in_deg,55.0768
amplifier,Sau_CFCC_Pin_3,pm_true,55.07696283674352
amplifier,Sau_CFCC_Pin_3,ph_xover,55.07696283674352
amplifier,Sau_CFCC_Pin_3,power,2.82428e-06
amplifier,Sau_CFCC_Pin_3,cmrrdc,-72.06981
amplifier,Sau_CFCC_Pin_3,dcpsrp,-71.0399
amplifier,Sau_CFCC_Pin_3,dcpsrn,-84.42308
amplifier,Sau_CFCC_Pin_3,vos25,0.000812317
amplifier,Sau_CFCC_Pin_3,tc,0.00152069
amplifier,Sau_CFCC_Pin_3,sr_rise,0.243699
amplifier,Sau_CFCC_Pin_3,sr_fall,0.491501
amplifier,Song_DACFC_Pin_3,dcgain,111.7608
amplifier,Song_DACFC_Pin_3,gain_bandwidth_product,632582.406938269
amplifier,Song_DACFC_Pin_3,phase_in_deg,55.8286
amplifier,Song_DACFC_Pin_3,pm_true,55.82868511139874
amplifier,Song_DACFC_Pin_3,ph_xover,55.82868511139873
amplifier,Song_DACFC_Pin_3,power,2.18109e-05
amplifier,Song_DACFC_Pin_3,cmrrdc,-74.74701
amplifier,Song_DACFC_Pin_3,dcpsrp,-54.62774
amplifier,Song_DACFC_Pin_3,dcpsrn,-55.53933
amplifier,Song_DACFC_Pin_3,vos25,-0.00184703
amplifier,Song_DACFC_Pin_3,tc,6.713719687664255e-06
amplifier,Song_DACFC_Pin_3,sr_rise,0.0608782
amplifier,Song_DACFC_Pin_3,sr_fall,0.320148
amplifier,Tan_CLIA_Pin_3,dcgain,119.6606
amplifier,Tan_CLIA_Pin_3,gain_bandwidth_product,643974.6235398172
amplifier,Tan_CLIA_Pin_3,phase_in_deg,55.8744
amplifier,Tan_CLIA_Pin_3,pm_true,55.874571988379174
amplifier,Tan_CLIA_Pin_3,ph_xover,55.87457198837916
amplifier,Tan_CLIA_Pin_3,power,3.72079e-06
amplifier,Tan_CLIA_Pin_3,cmrrdc,-36.90512
amplifier,Tan_CLIA_Pin_3,dcpsrp,-36.13035
amplifier,Tan_CLIA_Pin_3,dcpsrn,-57.50296
amplifier,Tan_CLIA_Pin_3,vos25,0.00260779
amplifier,Tan_CLIA_Pin_3,tc,0.00543978
amplifier,Tan_CLIA_Pin_3,sr_rise,0.167848
amplifier,Tan_CLIA_Pin_3,sr_fall,0.0421543
amplifier,Yan_AZ_Pin_3,dcgain,128.1156
amplifier,Yan_AZ_Pin_3,gain_bandwidth_product,600569.0937183966
amplifier,Yan_AZ_Pin_3,phase_in_deg,57.5044
amplifier,Yan_AZ_Pin_3,pm_true,57.504581237722206
amplifier,Yan_AZ_Pin_3,ph_xover,57.50458123772222
amplifier,Yan_AZ_Pin_3,power,6.40773e-06
amplifier,Yan_AZ_Pin_3,cmrrdc,-48.77399
amplifier,Yan_AZ_Pin_3,dcpsrp,-44.11756
amplifier,Yan_AZ_Pin_3,dcpsrn,-51.77624
amplifier,Yan_AZ_Pin_3,vos25,0.000137084
amplifier,Yan_AZ_Pin_3,tc,0.0074695
amplifier,Yan_AZ_Pin_3,sr_rise,0.0127084
amplifier,Yan_AZ_Pin_3,sr_fall,0.0159309
charge_pump,chargepump,up_iavg,9.114851e-06
charge_pump,chargepump,lo_iavg,9.111359e-06
charge_pump,chargepump,up_imin,4.600755e-06
charge_pump,chargepump,up_imax,1.170533e-05
charge_pump,chargepump,lo_imin,8.094136e-06
charge_pump,chargepump,lo_imax,1.123102e-05
ldo,Basic_LDO,vout_max,0.5993361
ldo,Basic_LDO,vout_min,0.6017885
ldo,Basic_LDO,lnrmax,0.0160784
ldo,Basic_LDO,lnrmin,0.100621
ldo,Basic_LDO,lr,0.0814917
ldo,Basic_LDO,power_max,0.0446436
ldo,Basic_LDO,power_min,0.00461363
ldo,Basic_LDO,dcgain_max,66.42107
ldo,Basic_LDO,gbw_max,5710159.868818793
ldo,Basic_LDO,pm_max,109.119
ldo,Basic_LDO,pm_true_max,109.11883212413919
ldo,Basic_LDO,dcgain_min,59.6184
ldo,Basic_LDO,gbw_min,3698780.6001964286
ldo,Basic_LDO,pm_min,77.2591
ldo,Basic_LDO,pm_true_min,77.2593231370746
ldo,Basic_LDO,psrr_max,-47.46172
ldo,Basic_LDO,psrr_min,-27.38274
ldo,Basic_LDO,undershoot,0.005192
ldo,Basic_LDO,overshoot,0.00467528
ldo,ldo_1,vout_max,0.6205229
ldo,ldo_1,vout_min,0.6210199
ldo,ldo_1,lnrmax,0.0022097
ldo,ldo_1,lnrmin,0.00281758
ldo,ldo_1,lr,0.0158784
ldo,ldo_1,power_max,0.0440088
ldo,ldo_1,power_min,0.0040088
ldo,ldo_1,dcgain_max,63.30136
ldo,ldo_1,gbw_max,174251.96537489994
ldo,ldo_1,pm_max,94.2986
ldo,ldo_1,pm_true_max,94.29877399843089
ldo,ldo_1,dcgain_min,78.14134
ldo,ldo_1,gbw_min,171939.03458784436
ldo,ldo_1,pm_min,61.0249
ldo,ldo_1,pm_true_min,61.02507712914489
ldo,ldo_1,psrr_max,-62.83663
ldo,ldo_1,psrr_min,-52.61386
ldo,ldo_1,undershoot,0.166637
ldo,ldo_1,overshoot,0.0102744
ldo,ldo_2,vout_max,0.5578783
ldo,ldo_2,vout_min,0.5578927
ldo,ldo_2,lnrmax,0.0140014
ldo,ldo_2,lnrmin,0.014003
ldo,ldo_2,lr,0.000518027
ldo,ldo_2,power_max,0.0442106
ldo,ldo_2,power_min,0.00421
ldo,ldo_2,dcgain_max,60.78119
ldo,ldo_2,gbw_max,21434886.13541638
ldo,ldo_2,pm_max,165.498
ldo,ldo_2,pm_true_max,165.49797208874222
ldo,ldo_2,dcgain_min,60.78117
ldo,ldo_2,gbw_min,15021445.631096093
ldo,ldo_2,pm_min,171.347
ldo,ldo_2,pm_true_min,171.34732843667143
ldo,ldo_2,psrr_max,-43.92197
ldo,ldo_2,psrr_min,-43.91946
ldo,ldo_2,undershoot,0.0276064
ldo,ldo_2,overshoot,0.0831529
ldo,ldo_folded_cascode,vout_max,0.6073831
ldo,ldo_folded_cascode,vout_min,0.6212385
ldo,ldo_folded_cascode,lnrmax,0.0201043
ldo,ldo_folded_cascode,lnrmin,0.0321353
ldo,ldo_folded_cascode,lr,0.452375
ldo,ldo_folded_cascode,power_max,0.0450593
ldo,ldo_folded_cascode,power_min,0.00506523
ldo,ldo_folded_cascode,dcgain_max,47.70876
ldo,ldo_folded_cascode,gbw_max,19900629.489569373
ldo,ldo_folded_cascode,pm_max,54.1431
ldo,ldo_folded_cascode,pm_true_max,54.14325821635302
ldo,ldo_folded_cascode,dcgain_min,43.27967
ldo,ldo_folded_cascode,gbw_min,912729.771631635
ldo,ldo_folded_cascode,pm_min,90.0741
ldo,ldo_folded_cascode,pm_true_min,90.0743314585602
ldo,ldo_folded_cascode,psrr_max,-43.40775
ldo,ldo_folded_cascode,psrr_min,-37.44295
ldo,ldo_folded_cascode,undershoot,0.0140454
ldo,ldo_folded_cascode,overshoot,4.51013e-10
ldo,ldo_simple,vout_max,0.6425624
ldo,ldo_simple,vout_min,0.6454115
ldo,ldo_simple,lnrmax,0.148499
ldo,ldo_simple,lnrmin,0.0744862
ldo,ldo_simple,lr,0.0875481
ldo,ldo_simple,power_max,0.0440012
ldo,ldo_simple,power_min,0.00400124
ldo,ldo_simple,dcgain_max,47.70958
ldo,ldo_simple,gbw_max,1442486.0374061896
ldo,ldo_simple,pm_max,63.4575
ldo,ldo_simple,pm_true_max,63.45761721279517
ldo,ldo_simple,dcgain_min,63.28849
ldo,ldo_simple,gbw_min,439227.8734087048
ldo,ldo_simple,pm_min,58.8804
ldo,ldo_simple,pm_true_min,58.88056279014987
ldo,ldo_simple,psrr_max,-28.511
ldo,ldo_simple,psrr_min,-36.29243
ldo,ldo_simple,undershoot,0.0616852
ldo,ldo_simple,overshoot,0.0466959
sensing_front_end,PTAT_65_classic1,vout25,0.5366662
sensing_front_end,PTAT_65_classic1,lsb_25_75c,0.000375362
sensing_front_end,PTAT_65_classic1,ppval,0.0521805
sensing_front_end,PTAT_65_classic1,vout0,0.5276531
sensing_front_end,PTAT_65_classic1,vout100,0.5650742
sensing_front_end,PTAT_65_classic1,mono_violations,0.0
sensing_front_end,PTAT_65_classic1,min_slope_25_75c,0.00036627799999999766
sensing_front_end,PTAT_65_classic1,max_step_frac_25_75c,0.010202749583626191
sensing_front_end,PTAT_65_classic1,dc_fallback_points,0.0
sensing_front_end,PTAT_CLASSIC,vout25,0.4716014
sensing_front_end,PTAT_CLASSIC,lsb_25_75c,0.000663904
sensing_front_end,PTAT_CLASSIC,ppval,0.07278001
sensing_front_end,PTAT_CLASSIC,vout0,0.455396
sensing_front_end,PTAT_CLASSIC,vout100,0.5156296
sensing_front_end,PTAT_CLASSIC,mono_violations,0.0
sensing_front_end,PTAT_CLASSIC,min_slope_25_75c,0.0006428819999999558
sensing_front_end,PTAT_CLASSIC,max_step_frac_25_75c,0.010105227578870684
sensing_front_end,PTAT_CLASSIC,dc_fallback_points,0.0
sensing_front_end,PTAT_SENSOR,vout25,0.2072308
sensing_front_end,PTAT_SENSOR,lsb_25_75c,0.000526925
sensing_front_end,PTAT_SENSOR,ppval,0.07730616
sensing_front_end,PTAT_SENSOR,vout0,0.1952173
sensing_front_end,PTAT_SENSOR,vout100,0.2490492
sensing_front_end,PTAT_SENSOR,mono_violations,0.0
sensing_front_end,PTAT_SENSOR,min_slope_25_75c,0.0004894619999999961
sensing_front_end,PTAT_SENSOR,max_step_frac_25_75c,0.010992722758853258
sensing_front_end,PTAT_SENSOR,dc_fallback_points,0.0
sensing_front_end,SMCNR_SE_2st_AMP,vout25,0.2000395
sensing_front_end,SMCNR_SE_2st_AMP,dcgain,72.46971
sensing_front_end,SMCNR_SE_2st_AMP,gain_bandwidth_product,654111.9880080982
sensing_front_end,SMCNR_SE_2st_AMP,phase_in_deg,121.242
sensing_front_end,SMCNR_SE_2st_AMP,pm_true,121.24259410823532
sensing_front_end,SMCNR_SE_2st_AMP,power,2.09454e-06
sensing_front_end,front_end_11_6T_schematic,vout25,0.05864391
sensing_front_end,front_end_11_6T_schematic,lsb_25_75c,0.00255167
sensing_front_end,front_end_11_6T_schematic,ppval,0.148484
sensing_front_end,front_end_11_6T_schematic,vout0,0.05533039
sensing_front_end,front_end_11_6T_schematic,vout100,0.1945221
sensing_front_end,front_end_11_6T_schematic,mono_violations,0.0
sensing_front_end,front_end_11_6T_schematic,min_slope_25_75c,0.00013344960000000183
sensing_front_end,front_end_11_6T_schematic,max_step_frac_25_75c,0.2251789247108912
sensing_front_end,front_end_11_6T_schematic,dc_fallback_points,0.0
sensing_front_end,front_end_25_6T_schematic,vout25,0.1183872
sensing_front_end,front_end_25_6T_schematic,lsb_25_75c,0.00035466
sensing_front_end,front_end_25_6T_schematic,ppval,0.0505177
sensing_front_end,front_end_25_6T_schematic,vout0,0.1099632
sensing_front_end,front_end_25_6T_schematic,vout100,0.1456386
sensing_front_end,front_end_25_6T_schematic,mono_violations,0.0
sensing_front_end,front_end_25_6T_schematic,min_slope_25_75c,0.0002020579999999772
sensing_front_end,front_end_25_6T_schematic,max_step_frac_25_75c,0.012142966825487447
sensing_front_end,front_end_25_6T_schematic,dc_fallback_points,1.0
sensing_front_end,front_end_31_3T_schematic,vout25,0.2262162
sensing_front_end,front_end_31_3T_schematic,lsb_25_75c,0.00066948
sensing_front_end,front_end_31_3T_schematic,ppval,0.09430379
sensing_front_end,front_end_31_3T_schematic,vout0,0.2130716
sensing_front_end,front_end_31_3T_schematic,vout100,0.2790877
sensing_front_end,front_end_31_3T_schematic,mono_violations,0.0
sensing_front_end,front_end_31_3T_schematic,min_slope_25_75c,0.0005416759999999909
sensing_front_end,front_end_31_3T_schematic,max_step_frac_25_75c,0.017725009926360613
sensing_front_end,front_end_31_3T_schematic,dc_fallback_points,0.0
sensing_front_end,front_end_42_2_2015_REF_schematic,vout25,0.1244226
sensing_front_end,front_end_42_2_2015_REF_schematic,lsb_25_75c,0.000405173
sensing_front_end,front_end_42_2_2015_REF_schematic,ppval,0.05752561
sensing_front_end,front_end_42_2_2015_REF_schematic,vout0,0.1145994
sensing_front_end,front_end_42_2_2015_REF_schematic,vout100,0.155376
sensing_front_end,front_end_42_2_2015_REF_schematic,mono_violations,0.0
sensing_front_end,front_end_42_2_2015_REF_schematic,min_slope_25_75c,0.00039059400000002187
sensing_front_end,front_end_42_2_2015_REF_schematic,max_step_frac_25_75c,0.010308587287480292
sensing_front_end,front_end_42_2_2015_REF_schematic,dc_fallback_points,0.0
sensing_front_end,ptat_1,vout25,0.1145761
sensing_front_end,ptat_1,lsb_25_75c,0.000335672
sensing_front_end,ptat_1,ppval,0.04823057
sensing_front_end,ptat_1,vout0,0.10645
sensing_front_end,ptat_1,vout100,0.1404124
sensing_front_end,ptat_1,mono_violations,0.0
sensing_front_end,ptat_1,min_slope_25_75c,0.00032619400000000187
sensing_front_end,ptat_1,max_step_frac_25_75c,0.01042274775974404
sensing_front_end,ptat_1,dc_fallback_points,0.0
sensing_front_end,ptat_2,vout25,0.138544
sensing_front_end,ptat_2,lsb_25_75c,0.00386882
sensing_front_end,ptat_2,ppval,0.223286
sensing_front_end,ptat_2,vout0,0.1282763
sensing_front_end,ptat_2,vout100,0.3383344
sensing_front_end,ptat_2,mono_violations,0.0
sensing_front_end,ptat_2,min_slope_25_75c,0.00024410599999991067
sensing_front_end,ptat_2,max_step_frac_25_75c,0.04544021667226102
sensing_front_end,ptat_2,dc_fallback_points,0.0
sensing_front_end,ptat_3,vout25,0.1437649
sensing_front_end,ptat_3,lsb_25_75c,0.000520027
sensing_front_end,ptat_3,ppval,0.07663654
sensing_front_end,ptat_3,vout0,0.1319352
sensing_front_end,ptat_3,vout100,0.1851745
sensing_front_end,ptat_3,mono_violations,0.0
sensing_front_end,ptat_3,min_slope_25_75c,0.0004801839999999946
sensing_front_end,ptat_3,max_step_frac_25_75c,0.011034162509860643
sensing_front_end,ptat_3,dc_fallback_points,0.0
sensing_front_end,ptat_4,vout25,0.1156903
sensing_front_end,ptat_4,lsb_25_75c,0.000393458
sensing_front_end,ptat_4,ppval,0.04698644
sensing_front_end,ptat_4,vout0,0.1075475
sensing_front_end,ptat_4,vout100,0.1455967
sensing_front_end,ptat_4,mono_violations,0.0
sensing_front_end,ptat_4,min_slope_25_75c,0.00036368200000000406
sensing_front_end,ptat_4,max_step_frac_25_75c,0.010540183649570656
sensing_front_end,ptat_4,dc_fallback_points,0.0
sensing_front_end,ptat_6,vout25,0.138544
sensing_front_end,ptat_6,lsb_25_75c,0.00386882
sensing_front_end,ptat_6,ppval,0.223286
sensing_front_end,ptat_6,vout0,0.1282763
sensing_front_end,ptat_6,vout100,0.3383344
sensing_front_end,ptat_6,mono_violations,0.0
sensing_front_end,ptat_6,min_slope_25_75c,0.00024410599999991067
sensing_front_end,ptat_6,max_step_frac_25_75c,0.04544021667226102
sensing_front_end,ptat_6,dc_fallback_points,0.0
voltage_reference,dual_output_subthreshold_vref,vref1_at25,0.1235586
voltage_reference,dual_output_subthreshold_vref,vref1_tc,163.336
voltage_reference,dual_output_subthreshold_vref,vref2_at25,0.3425168
voltage_reference,dual_output_subthreshold_vref,vref2_tc,111.447
voltage_reference,three_output_vref,vref1_at25,0.1235586
voltage_reference,three_output_vref,vref1_tc,163.342
voltage_reference,three_output_vref,vref2_at25,0.3425169
voltage_reference,three_output_vref,vref2_tc,111.45
voltage_reference,three_output_vref,vref3_at25,0.1712584
voltage_reference,three_output_vref,vref3_tc,111.45
